0,116.5185647,27.6216514
1,116.4583881,27.8260662
2,116.3990722,27.9397682
3,116.3470996,27.9688325
4,116.3553819,27.9682573
5,116.4564162,27.8298058
6,116.5241306,27.7349808
7,116.5131144,27.6217476
8,116.5142865,27.6217841
9,116.3061071,27.9430314
10,116.3057365,27.9431557
11,116.4072535,27.9298844
12,116.5185148,27.6216286
13,116.3057585,27.9421279
14,116.3057745,27.942114
15,116.4993527,27.7758363
16,116.5142955,27.6217761
17,116.4135512,27.9185034
18,116.3243579,27.9535071
19,116.3061171,27.9426134
20,116.3057334,27.9421739
21,116.4617999,27.8171729
22,116.4617251,27.8171311
23,116.5117868,27.6231915
24,116.5112985,27.623688
25,116.5173835,27.6213819
26,116.5185318,27.6216065
27,116.5154149,27.6218377
28,116.3721516,27.9656635
29,116.3057514,27.9421259
30,116.3057544,27.9421159
31,116.5172518,27.7527556
32,116.5176475,27.7521175
33,116.3589875,27.9845158
34,116.5310266,27.7219449
35,116.5129778,27.621852
36,116.5185776,27.6217284
37,116.5131293,27.6217126
38,116.5154966,27.6217505
39,116.4611836,27.8186471
