0,114.9881867,27.441889
1,115.0040807,27.3917653
2,115.3873328,27.3153123
3,115.3764591,27.2982248
4,115.1053904,27.2287981
5,115.1383118,27.2045627
6,115.1382669,27.2045427
7,115.1382389,27.2045418
8,115.138174,27.2045098
9,115.1062475,27.228755
10,115.0045453,27.3913747
11,115.0046165,27.4431242
12,115.0038107,27.5766427
13,114.9391342,27.8084995
14,114.9391553,27.8085065
15,114.9391292,27.8085175
16,114.9391372,27.8085175
17,115.0038238,27.5766127
18,115.0033339,27.4430473
19,115.0041379,27.3917335
20,115.1053354,27.2288421
21,115.1383088,27.2045447
22,115.1383518,27.2045046
23,115.1060795,27.228762
24,114.9331212,27.4281802
25,114.9541377,27.4304925
26,114.9391342,27.8085245
27,115.0037635,27.5765825
28,115.0049356,27.4432542
29,115.0043195,27.391472
30,115.1835319,27.3529321
31,115.1993708,27.3355145
32,115.1053344,27.2288051
33,115.1382809,27.2046117
34,115.1384766,27.2045764
35,115.1380615,27.2089481
36,114.9598736,27.4338751
37,115.0047249,27.4431465
38,114.946534,27.8006475
39,114.9391653,27.8084595
40,114.9392053,27.8085216
41,114.9379644,27.7981894
42,115.1382759,27.2044317
43,115.1382519,27.2045427
44,115.138189,27.2045548
45,115.1375378,27.2173009
46,115.1383358,27.2045796
47,115.1388412,27.2052221
48,115.1382559,27.2045877
49,115.1385317,27.2065719
50,115.1383318,27.2045766
51,115.1383318,27.2045766
52,115.1383218,27.2045817
53,115.1383218,27.2045817
54,115.1382339,27.2044417
55,115.1382319,27.2045528
