0,116.2371416,27.5503356
1,116.2370717,27.5502717
2,116.2379378,27.5503251
3,116.3156577,27.4719191
4,116.3527184,27.4004005
5,116.3509349,27.4226462
6,116.2377849,27.5503182
7,116.3086428,27.3704578
8,116.3084955,27.3704826
9,116.2370806,27.5502787
10,116.2380247,27.5505931
11,116.3560403,27.4121528
12,116.3164094,27.4761618
13,116.312804,27.4902764
14,116.2374432,27.5497684
15,116.2371506,27.5502886
16,116.2380447,27.550431
17,116.2425117,27.5490756
18,116.3513009,27.4015042
19,116.3526553,27.4003714
20,116.3518519,27.4011221
21,116.2370407,27.5503917
22,116.2380197,27.5506551
23,116.3086528,27.3704278
24,116.3088682,27.3706452
25,116.3198654,27.3778959
26,116.3229944,27.3792669
27,116.3087877,27.3661324
28,116.3087927,27.3661574
29,116.3229844,27.3792519
30,116.3252338,27.3801872
31,116.308751,27.370446
32,116.30823,27.369884
33,116.3078294,27.3695293
34,116.3085326,27.3704276
35,116.3085757,27.3704347
36,116.3086778,27.3703959
37,116.3086946,27.3664273
38,116.3093837,27.3658263
39,116.3088662,27.3706262
40,116.3088662,27.3706252
41,116.3242263,27.4383628
42,116.3186948,27.4648771
43,116.2370487,27.5502607
44,116.2378329,27.5503112
45,116.3149543,27.4829097
46,116.3532619,27.4063223
47,116.2376301,27.5500803
48,116.2376201,27.5500983
49,116.2370587,27.5502967
50,116.2380108,27.5509301
51,116.3526864,27.4003815
52,116.3522528,27.4037112
53,116.2371056,27.5503406
54,116.237691,27.5503383
55,116.3086595,27.3664092
56,116.3085596,27.3704327
57,116.3086825,27.3663492
58,116.3093316,27.3658763
59,116.2370956,27.5503286
60,116.2371266,27.5503956
61,116.2370966,27.5503536
62,116.2375981,27.5503453
63,116.2371486,27.5502766
64,116.2371456,27.5502736
65,116.2371066,27.5503116
66,116.2379897,27.5503851
67,116.3526904,27.4004055
68,116.3518019,27.4027642
69,116.2371356,27.5502736
70,116.2378029,27.5503382
71,116.3086775,27.3663722
