0,114.9881867,27.441889
1,115.0040807,27.3917653
2,115.1053904,27.2287981
3,115.1383118,27.2045627
4,115.1382669,27.2045427
5,115.1382389,27.2045418
6,115.138174,27.2045098
7,115.1062475,27.228755
8,115.0045453,27.3913747
9,115.0046165,27.4431242
10,115.0038107,27.5766427
11,114.9391342,27.8084995
12,114.9391553,27.8085065
13,114.9391292,27.8085175
14,114.9391372,27.8085175
15,115.0038238,27.5766127
16,115.0033339,27.4430473
17,115.0041379,27.3917335
18,115.1053354,27.2288421
19,115.1383088,27.2045447
20,115.1383518,27.2045046
21,115.1060795,27.228762
22,114.9391342,27.8085245
23,115.0037635,27.5765825
24,115.0049356,27.4432542
25,115.0043195,27.391472
26,115.1053344,27.2288051
27,115.1382809,27.2046117
28,115.1384766,27.2045764
29,115.1380615,27.2089481
30,114.9598736,27.4338751
31,115.0047249,27.4431465
32,114.946534,27.8006475
33,114.9391653,27.8084595
34,114.9392053,27.8085216
35,114.9379644,27.7981894
36,115.138189,27.2045548
37,115.1375378,27.2173009
